Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
"Enel Trading North America, LLC",C005529,"100 Brickstone Square, Ste 300, Andover, MA 01810",FPA (Market Based Rate) Public Utilities,Western,www.enelgreenpower.com,"100 Brickstone Square, Ste 300",,,Andover,MA,01810
"Energetix DE, LLC",C001145,"12 Greenway Plaza Suite 250, Houston, TX 77046",FPA (Market Based Rate) Public Utilities,Western,www.energetix.net,12 Greenway Plaza,Suite 250,,Houston,TX,77046
"Energia Sierra Juarez 2 U.S., LLC",C008871,"488 8th Avenue c/o Sempra North American Infrastructure, LLC, San Diego, CA 92101",FPA (Market Based Rate) Public Utilities,Western,www.sempra.com,488 8th Avenue,"c/o Sempra North American Infrastructure, LLC",,San Diego,CA,92101
"Energia Sierra Juarez U.S., LLC",C003011,"c/o Sempra Infrastructure 488 8th Avenue, San Diego, CA 92101",FPA (Market Based Rate) Public Utilities,Western,www.sempra.com,c/o Sempra Infrastructure,488 8th Avenue,,San Diego,CA,92101
Energo Power & Gas LLC,C002550,"62-01 34th Ave, Woodside, NY 11377",FPA (Market Based Rate) Public Utilities,Western,www.energo.com,62-01 34th Ave,,,Woodside,NY,11377
"Energy Alternatives Wholesale, LLC",C003179,"c/o NRG Energy, Inc. 211 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrgenergy.com,"c/o NRG Energy, Inc.",211 Carnegie Center,,Princeton,NJ,08540-6213
"Energy America, LLC",C002123,"12 Greenway Plaza Suite 250, Houston, TX 77046",FPA (Market Based Rate) Public Utilities,Western,www.directenergy.com,12 Greenway Plaza,Suite 250,,Houston,TX,77046
Energy Center Dover LLC,C000808,"100 Lenox Drive, Lawrenceville, NJ 08648",FPA (Market Based Rate) Public Utilities,Western,dcoenergy.com,100 Lenox Drive,,,Lawrenceville,NJ,08648
Energy Center Genco LLC,C011961,"One East Washington Street Suite 430, Phoenix, AZ 85004",FPA (Market Based Rate) Public Utilities,Western,www.cordiaenergy.com,One East Washington Street,Suite 430,,Phoenix,AZ,85004
Energy Center Paxton LLC,C000809,"One East Washington Street Suite 430, Phoenix, AZ 85004",FPA (Market Based Rate) Public Utilities,Western,cordiaenergy.com,One East Washington Street,Suite 430,,Phoenix,AZ,85004
Energy Concepts,C002833,"482 county road 180, Ironton, OH 45638",FPA (Market Based Rate) Public Utilities,Western,www.energyconceptsonline.com,482 county road 180,,,Ironton,OH,45638
"Energy Consulting Services, LLC",C002760,"1412 Heather Circle, Yardley, PA 19067",FPA (Market Based Rate) Public Utilities,Western,www.energyconsultingservicesllc.com,1412 Heather Circle,,,Yardley,PA,19067
"Energy Cooperative of New York, Inc",C002696,"325 Delaware Ave. Ste. 102A, Buffalo, NY 14202",FPA (Market Based Rate) Public Utilities,Western,www.ecny.org,325 Delaware Ave. Ste. 102A,,,Buffalo,NY,14202
"Energy Discounters, LLC",C003948,"445 Broad Hollow Road, Melville, NY 11747",FPA (Market Based Rate) Public Utilities,Western,www.energydiscounters.net,445 Broad Hollow Road,,,Melville,NY,11747
"Energy Exchange Direct, LLC",C002768,"pobox 203912, Austin, TX 78720",FPA (Market Based Rate) Public Utilities,Western,www.energyxd.com,pobox 203912,,,Austin,TX,78720
"Energy Exchange International, LLC",C002283,"P.O. Box 200162, Austin, TX 78720",FPA (Market Based Rate) Public Utilities,Western,www.energyexchangeint.com,P.O. Box 200162,,,Austin,TX,78720
Energy International Power Marketing,C002714,"6850 N Haggerty, Canton, MI 48187",FPA (Market Based Rate) Public Utilities,Western,www.poweronecorp.com,6850 N Haggerty,,,Canton,MI,48187
"Energy Investments, LLC",C002605,"185 West Lancaster Avenue, Paoli, PA 19301",FPA (Market Based Rate) Public Utilities,Western,www.energy-inv.com,185 West Lancaster Avenue,,,Paoli,PA,19301
Energy Plus Holdings LLC,C001293,"c/o NRG Energy, Inc. 804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrg.com,"c/o NRG Energy, Inc.",804 Carnegie Center,,Princeton,NJ,08540-6213
"Energy Prepay I, LLC",C011427,"1585 Broadway 3rd Floor, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.morganstanley.com,1585 Broadway,3rd Floor,,New York,NY,10036
"Energy Prepay II, LLC",C011900,"1585 Broadway, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.morganstanley.com,1585 Broadway,,,New York,NY,10036
"Energy Prepay III, LLC",C012318,"1585 Broadway, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.morganstanley.com,1585 Broadway,,,New York,NY,10036
"Energy Prepay IV, LLC",C012324,"1585 Broadway, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.morganstanley.com,1585 Broadway,,,New York,NY,10036
"Energy Rewards, LLC",C002539,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Market Based Rate) Public Utilities,Western,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Energy Services Providers, LLC",C000997,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Market Based Rate) Public Utilities,Western,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Energy Storage Holdings, LLC",C003378,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"Energy Storage Resources, LLC",C011677,"1780 Hughes Landing Blvd, Suite 675, The Woodlands, TX 77380",FPA (Market Based Rate) Public Utilities,Western,www.pluspower.com,"1780 Hughes Landing Blvd, Suite 675",,,The Woodlands,TX,77380
"Energy Technology Savings, Inc.",C003428,"1050 Thomas Jefferson St., NW, Suite 700, Washington, DC 20007",FPA (Market Based Rate) Public Utilities,Western,www.etsmerald.com,"1050 Thomas Jefferson St., NW, Suite 700",,,Washington,DC,20007
"Energy Unlimited, Inc.",C007641,"100 Four Falls Suite 215, West Conshohocken, PA 19428",FPA (Market Based Rate) Public Utilities,Western,www.arbcinc.com,100 Four Falls,Suite 215,,West Conshohocken,PA,19428
"Energy Utility Group, LLC",C003999,"1402 Clearview Loop, Round Rock, TX 78664",FPA (Market Based Rate) Public Utilities,Western,www.energyutilitygroup.com,1402 Clearview Loop,,,Round Rock,TX,78664
"Energy Ventures REP, LLC",C004701,"2275 Research Boulevard Suite 500, Rockville, MD 20850",FPA (Market Based Rate) Public Utilities,Western,www.energyventures.net,2275 Research Boulevard,Suite 500,,Rockville,MD,20850
energy.me midwest llc,C004817,"555 Pelasantville RD S 109, Briarcliff Manor, NY 10510",FPA (Market Based Rate) Public Utilities,Western,www.energy.me,555 Pelasantville RD S 109,,,Briarcliff Manor,NY,10510
"EnergyConnect, Inc.",C001845,"901 Campisi Way, Suite 260, Campbell, CA 95008",FPA (Market Based Rate) Public Utilities,Western,www.energyconnectinc.com,"901 Campisi Way, Suite 260",,,Campbell,CA,95008
"EnergyMark, LLC",C003315,"6653 Main Street, Williamsville, NY 14221",FPA (Market Based Rate) Public Utilities,Western,www.energymarkllc.com,6653 Main Street,,,Williamsville,NY,14221
"Energywell, LLC",C011291,"P. O. Box 1288, Greens Farms, CT 06838",FPA (Market Based Rate) Public Utilities,Western,www.energywell.com,P. O. Box 1288,,,Greens Farms,CT,06838
EnerPenn USA LLC,C003376,"7660 Woodway Suite 471A, Houston, TX 77063",FPA (Market Based Rate) Public Utilities,Western,www.yepenergy.com,7660 Woodway,Suite 471A,,Houston,TX,77063
EnerSmart Chula Vista BESS LLC,C011148,"8910 University Center Lane STE 400, San Diego, CA 92122",FPA (Market Based Rate) Public Utilities,Western,www.enersmartstorage.com,8910 University Center Lane,STE 400,,San Diego,CA,92122
EnerSmart Murray BESS LLC,C011422,"400 S. Sierra Ave Suite 100, Solana Beach, CA 92075",FPA (Market Based Rate) Public Utilities,Western,www.enersmartstorage.com,400 S. Sierra Ave,Suite 100,,Solana Beach,CA,92075
"Enerwise Global Technologies, LLC",C011268,"1001 Fleet Street Suite 400, Baltimore, MD 21202",FPA (Market Based Rate) Public Utilities,Western,https://cpowerenergymanagement.com/,1001 Fleet Street,Suite 400,,Baltimore,MD,21202
Engelhart CTP (US) LLC,C003699,"400 Atlantic Street 11th Floor, Stamford, CT 06901",FPA (Market Based Rate) Public Utilities,Western,www.ectp.com,400 Atlantic Street,11th Floor,,Stamford,CT,06901
ENGIE 2020 ProjectCo-NH1 LLC,C011219,"1360 Post Oak Blvd. Ste. 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com,1360 Post Oak Blvd.,Ste. 400,,Houston,TX,77056
"ENGIE Energy Marketing NA, Inc.",C001212,"1360 Post Oak Blvd. Suite 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie.com/en/,1360 Post Oak Blvd.,Suite 400,,Houston,TX,77056
"ENGIE Portfolio Management, LLC",C005038,"1360 Post Oak Blvd. Suite 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com,1360 Post Oak Blvd.,Suite 400,,Houston,TX,77056
ENGIE Power & Gas LLC,C002647,"920 Railroad Avenue, Woodmere, NY 11598",FPA (Market Based Rate) Public Utilities,Western,www.plymouthenergy.com,920 Railroad Avenue,,,Woodmere,NY,11598
ENGIE Resources LLC,C005039,"1360 Post Oak Blvd. Suite 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com/,1360 Post Oak Blvd.,Suite 400,,Houston,TX,77056
ENGIE Solidago Solar LLC,C011527,"1360 Post Oak Blvd. Ste. 400, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.engie-na.com,1360 Post Oak Blvd.,Ste. 400,,Houston,TX,77056
"ENMAX Energy Marketing, Inc.",C001445,"141 50 Ave. SE, Calgary, AB T2G 4S7",FPA (Market Based Rate) Public Utilities,Western,www.enmax.com,141 50 Ave. SE,,,Calgary,AB,T2G 4S7
EnPowered,C008792,"151 Charles St W Suite 199, Kitchener, ON N2G1H6",FPA (Market Based Rate) Public Utilities,Western,www.en-powered.com,151 Charles St W Suite 199,,,Kitchener,ON,N2G1H6
Entegra Power Services LLC,C002025,"100 South Ashley Suite 1400, Tampa, FL 33602",FPA (Market Based Rate) Public Utilities,Western,www.entegrapower.com,100 South Ashley,Suite 1400,,Tampa,FL,33602
"Entergy Nuclear FitzPatrick, LLC",C000857,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
Entergy Nuclear Generation Company,C000856,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
"Entergy Nuclear Indian Point 2, LLC",C000853,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
"Entergy Nuclear Indian Point 3, LLC",C000854,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
"Entergy Nuclear Palisades, LLC",C000859,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
"Entergy Nuclear Power Marketing, LLC",C000860,"100 First Stamford Place, Stamford, CT 06902",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,100 First Stamford Place,,,Stamford,CT,06902
"Entergy Nuclear Vermont Yankee, LLC",C000855,"1340 Eschelon Parkway, Jackson, MS 39213",FPA (Market Based Rate) Public Utilities,Western,www.entergy-nuclear.com,1340 Eschelon Parkway,,,Jackson,MS,39213
"Enterprise Solar, LLC",C005117,"300 Carnegie Center, Suite 300, Princeton, NJ 08540",FPA (Market Based Rate) Public Utilities,Western,investor.clearwayenergy.com,"300 Carnegie Center, Suite 300",,,Princeton,NJ,08540
Entra Energy LLC,C002938,"1372 Coney Island Avenue, Brooklyn, NY 11230",FPA (Market Based Rate) Public Utilities,Western,www.entraenergy.com,1372 Coney Island Avenue,,,Brooklyn,NY,11230
"Entrust Energy East, Inc.",C003243,"1301 McKinney 1250, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.entrustenergy.com,1301 McKinney 1250,,,Houston,TX,77010
"Envoy Solar, LLC",C012298,"2650 Locust Street, Suite 100, St Louis, MO 63103",FPA (Market Based Rate) Public Utilities,Western,https://birchcreekdev.com,"2650 Locust Street, Suite 100",,,St Louis,MO,63103
EONY Generation Limited,C001648,"2711 Hunt Club Rd. PO Box 8700, Ottawa, ON K1G3S4",FPA (Market Based Rate) Public Utilities,Western,www.portagepower.com,2711 Hunt Club Rd. PO Box 8700,,,Ottawa,ON,K1G3S4
EPIC Merchant Energy CA LLC,C000885,"16901 Park Row Boulevard, Houston, TX 77084",FPA (Market Based Rate) Public Utilities,Western,www.epic.com,16901 Park Row Boulevard,,,Houston,TX,77084
EPIC Merchant Energy LP,C000884,"16901 Park Row Boulevard, Houston, TX 77084",FPA (Market Based Rate) Public Utilities,Western,www.epic.com,16901 Park Row Boulevard,,,Houston,TX,77084
EPIC Merchant Energy NE LP,C000887,"16901 Park Row Boulevard, Houston, TX 77084",FPA (Market Based Rate) Public Utilities,Western,www.epic.com,16901 Park Row Boulevard,,,Houston,TX,77084
EPIC Merchant Energy NY LP,C000888,"16901 Park Row Boulevard, Houston, TX 77084",FPA (Market Based Rate) Public Utilities,Western,www.epic.com,16901 Park Row Boulevard,,,Houston,TX,77084
EPIC NJ/PA LP,C000889,"16901 Park Row Boulevard, Houston, TX 77084",FPA (Market Based Rate) Public Utilities,Western,www.epic.com,16901 Park Row Boulevard,,,Houston,TX,77084
Equilon Enterprises LLC,C001719,"Shell Oil Company, Oil Company Legal P.O. Box 2463, Houston, TX 77252",FPA (Market Based Rate) Public Utilities,Western,www.shell.com,"Shell Oil Company, Oil Company Legal",P.O. Box 2463,,Houston,TX,77252
"Equus Power I, L.P.",C001271,"289 Buffalo Ave, Freeport, NY 11520",FPA (Market Based Rate) Public Utilities,Western,www.jpowerusa.com,289 Buffalo Ave,,,Freeport,NY,11520
"Erie Boulevard Hydropower, L.P.",C001964,"200 Liberty Street, 14th Floor, New York, NY 10281",FPA (Market Based Rate) Public Utilities,Western,www.brookfieldrenewable.com,"200 Liberty Street, 14th Floor",,,New York,NY,10281
"Erie Power, LLC",C004617,"131 Varick Street, Suite 1006, New York, NY 10013",FPA (Market Based Rate) Public Utilities,Western,www.fellerenergylaw.com,"131 Varick Street, Suite 1006",,,New York,NY,10013
"ES 1A Group 2 Opco, LLC",C010910,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.terra-gen.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
"ES 1A Group 3 Opco, LLC",C010913,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.terra-gen.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
"Escalante Solar I, LLC",C005118,"120 Tredegar Street, Richmond, VA 23219",FPA (Market Based Rate) Public Utilities,Western,www.dominionenergy.com,120 Tredegar Street,,,Richmond,VA,23219
"Escalante Solar II, LLC",C005119,"120 Tredegar Street, Richmond, VA 23219",FPA (Market Based Rate) Public Utilities,Western,www.dominionenergy.com,120 Tredegar Street,,,Richmond,VA,23219
"Escalante Solar III, LLC",C005120,"120 Tredegar Street, Richmond, VA 23219",FPA (Market Based Rate) Public Utilities,Western,www.dominionenergy.com,120 Tredegar Street,,,Richmond,VA,23219
"Escalante Solar, LLC",C011957,"800 Brickell Avenue, Suite 1000, Miami, FL 33131",FPA (Market Based Rate) Public Utilities,Western,www.origisenergy.com,"800 Brickell Avenue, Suite 1000",,,Miami,FL,33131
"Escanaba Green Energy, LLC",C003099,"2125 H Road, Bark River, MI 49807",FPA (Market Based Rate) Public Utilities,Western,www.escanabagreenenergy.com,2125 H Road,,,Bark River,MI,49807
"Escondido Energy Center, LLC",C001714,"650 Bercut Dr., Suite C, Sacramento, CA 95811",FPA (Market Based Rate) Public Utilities,Western,www.wellhead.com,"650 Bercut Dr., Suite C",,,Sacramento,CA,95811
"ESI Vansycle Partners, L.P.",C000656,"801 Pennsylvania Ave., N.W. Suite 220, Washington, DC 20004",FPA (Market Based Rate) Public Utilities,Western,www.nexteraenergyresources.com,"801 Pennsylvania Ave., N.W.",Suite 220,,Washington,DC,20004
"ESS Lewes Project, LLC",C005417,"2321 Concord Parkway South, Concord, NC 28027",FPA (Market Based Rate) Public Utilities,Western,www.alevo.com,2321 Concord Parkway South,,,Concord,NC,28027
"ESS Rabbit Hill Project, LLC",C007563,"2321 Concord Parkway South, Concord, NC 28027",FPA (Market Based Rate) Public Utilities,Western,www.alevo.com,2321 Concord Parkway South,,,Concord,NC,28027
"ESS Snook Project, LLC",C005446,"2321 Concord Parkway South, Concord, NC 28027",FPA (Market Based Rate) Public Utilities,Western,www.alevo.com,2321 Concord Parkway South,,,Concord,NC,28027
"Essential Power Massachusetts, LLC",C001332,"150 College Road West Suite 300, Princeton, NJ 08540",FPA (Market Based Rate) Public Utilities,Western,www.cogentrix.com,150 College Road West,Suite 300,,Princeton,NJ,08540
"Essential Power Newington, LLC",C001333,"150 College Road West Suite 300, Princeton, NJ 08540",FPA (Market Based Rate) Public Utilities,Western,www.essentialpowerllc.com,150 College Road West,Suite 300,,Princeton,NJ,08540
"Essential Power OPP, LLC",C001334,"150 College Road West Suite 300, Princeton, NJ 08540",FPA (Market Based Rate) Public Utilities,Western,www.cogentrix.com,150 College Road West,Suite 300,,Princeton,NJ,08540
"Essential Power Rock Springs, LLC",C001335,"150 College Road West Suite 300, Princeton, NJ 08540",FPA (Market Based Rate) Public Utilities,Western,www.essentialpowerllc.com,150 College Road West,Suite 300,,Princeton,NJ,08540
"Estill Solar I, LLC",C008778,"1501 McKinney Street Suite 1300, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.edpr.com,1501 McKinney Street,Suite 1300,,Houston,TX,77010
"Estrella Solar, LLC",C011843,"2180 South 1300 East, Suite 500, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.aes.com,"2180 South 1300 East, Suite 500",,,Salt Lake City,UT,84106
"ESV Energy Management, LLC",C012236,"100 Bayview Cir. Suite 79, Newport Beach, CA 92660",FPA (Market Based Rate) Public Utilities,Western,https://www.esvolta.com/,100 Bayview Cir. Suite 79,,,Newport Beach,CA,92660
"E-T Global Energy, LLC",C002191,"5868 Westheimer #422, Houston, TX 77057",FPA (Market Based Rate) Public Utilities,Western,www.e-tglobal.com,5868 Westheimer #422,,,Houston,TX,77057
ETC Endure Energy L.L.C.,C002619,"7400 West 129th Street Suite 250, Overland Park, KS 66213",FPA (Market Based Rate) Public Utilities,Western,www.endureenergy.com,7400 West 129th Street,Suite 250,,Overland Park,KS,66213
EUI Affiliate LLC,C007644,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.vnf.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
Eurus Combine Hills I LLC,C001629,"9255 Towne Centre Drive Suite 800, San Diego, CA 92121",FPA (Market Based Rate) Public Utilities,Western,www.eurusenergy.com,9255 Towne Centre Drive,Suite 800,,San Diego,CA,92121
Eurus Combine Hills II LLC,C001688,"9255 Towne Centre Drive Suite 800, San Diego, CA 92121",FPA (Market Based Rate) Public Utilities,Western,www.eurusenergy.com,9255 Towne Centre Drive,Suite 800,,San Diego,CA,92121
